5.000000000000000e-01 0.000000000000000e+00 0.000000000000000e+00
4.224538051316760e-01 0.000000000000000e+00 0.000000000000000e+00
3.323512253108022e-01 0.000000000000000e+00 0.000000000000000e+00
2.359656951693037e-01 0.000000000000000e+00 0.000000000000000e+00
1.333016628485135e-01 0.000000000000000e+00 0.000000000000000e+00
2.382954427567729e-02 0.000000000000000e+00 0.000000000000000e+00
6.464466094067263e-01 -3.535533905932737e-01 0.000000000000000e+00
5.916131691601209e-01 -4.083868308398791e-01 0.000000000000000e+00
5.279010239663788e-01 -4.720989760336212e-01 0.000000000000000e+00
4.597461619950648e-01 -5.402538380049352e-01 0.000000000000000e+00
3.871517285570792e-01 -6.128482714429208e-01 0.000000000000000e+00
3.097432511633689e-01 -6.902567488366311e-01 0.000000000000000e+00
1.000000000000000e+00 -4.999999999999999e-01 0.000000000000000e+00
1.000000000000000e+00 -5.775461948683240e-01 0.000000000000000e+00
1.000000000000000e+00 -6.676487746891978e-01 0.000000000000000e+00
1.000000000000000e+00 -7.640343048306963e-01 0.000000000000000e+00
1.000000000000000e+00 -8.666983371514865e-01 0.000000000000000e+00
1.000000000000000e+00 -9.761704557243228e-01 0.000000000000000e+00
1.353553390593274e+00 -3.535533905932737e-01 0.000000000000000e+00
1.408386830839879e+00 -4.083868308398791e-01 0.000000000000000e+00
1.472098976033621e+00 -4.720989760336212e-01 0.000000000000000e+00
1.540253838004935e+00 -5.402538380049351e-01 0.000000000000000e+00
1.612848271442921e+00 -6.128482714429206e-01 0.000000000000000e+00
1.690256748836631e+00 -6.902567488366309e-01 0.000000000000000e+00
1.500000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.577546194868324e+00 0.000000000000000e+00 0.000000000000000e+00
1.667648774689198e+00 0.000000000000000e+00 0.000000000000000e+00
1.764034304830696e+00 0.000000000000000e+00 0.000000000000000e+00
1.866698337151486e+00 0.000000000000000e+00 0.000000000000000e+00
1.976170455724323e+00 -1.110223024625157e-16 0.000000000000000e+00
1.353553390593274e+00 3.535533905932738e-01 0.000000000000000e+00
1.408386830839879e+00 4.083868308398793e-01 0.000000000000000e+00
1.472098976033621e+00 4.720989760336212e-01 0.000000000000000e+00
1.540253838004935e+00 5.402538380049351e-01 0.000000000000000e+00
1.612848271442921e+00 6.128482714429206e-01 0.000000000000000e+00
1.690256748836631e+00 6.902567488366311e-01 0.000000000000000e+00
1.000000000000000e+00 5.000000000000000e-01 0.000000000000000e+00
1.000000000000000e+00 5.775461948683240e-01 0.000000000000000e+00
1.000000000000000e+00 6.676487746891979e-01 0.000000000000000e+00
1.000000000000000e+00 7.640343048306963e-01 0.000000000000000e+00
1.000000000000000e+00 8.666983371514865e-01 0.000000000000000e+00
1.000000000000000e+00 9.761704557243229e-01 0.000000000000000e+00
6.464466094067263e-01 3.535533905932739e-01 0.000000000000000e+00
5.916131691601210e-01 4.083868308398793e-01 0.000000000000000e+00
5.279010239663789e-01 4.720989760336214e-01 0.000000000000000e+00
4.597461619950649e-01 5.402538380049353e-01 0.000000000000000e+00
3.871517285570794e-01 6.128482714429209e-01 0.000000000000000e+00
3.097432511633690e-01 6.902567488366311e-01 0.000000000000000e+00
5.000000000000000e-01 0.000000000000000e+00 0.000000000000000e+00
4.224538051316760e-01 0.000000000000000e+00 0.000000000000000e+00
3.323512253108022e-01 0.000000000000000e+00 0.000000000000000e+00
2.359656951693037e-01 0.000000000000000e+00 0.000000000000000e+00
1.333016628485135e-01 0.000000000000000e+00 0.000000000000000e+00
2.382954427567729e-02 0.000000000000000e+00 0.000000000000000e+00
